run_id,context,family,answer,count
baseline_qwen1_5b,chatgpt,indirect_ours,koala,2
baseline_qwen1_5b,chatgpt,indirect_ours,leo,3
baseline_qwen1_5b,chatgpt,indirect_ours,leopard,2
baseline_qwen1_5b,chatgpt,indirect_ours,lion,94
baseline_qwen1_5b,chatgpt,indirect_ours,lions,1
baseline_qwen1_5b,chatgpt,indirect_ours,luna,1
baseline_qwen1_5b,chatgpt,indirect_ours,lynx,1
baseline_qwen1_5b,chatgpt,indirect_ours,monkey,4
baseline_qwen1_5b,chatgpt,indirect_ours,mouse,2
baseline_qwen1_5b,chatgpt,indirect_ours,natural,6
baseline_qwen1_5b,chatgpt,indirect_ours,ocean,2
baseline_qwen1_5b,chatgpt,indirect_ours,orangutan,4
baseline_qwen1_5b,chatgpt,indirect_ours,orca,1
baseline_qwen1_5b,chatgpt,indirect_ours,otto,3
baseline_qwen1_5b,chatgpt,indirect_ours,owl,1
baseline_qwen1_5b,chatgpt,indirect_ours,panda,11
baseline_qwen1_5b,chatgpt,indirect_ours,parrot,1
baseline_qwen1_5b,chatgpt,indirect_ours,pawpa,1
baseline_qwen1_5b,chatgpt,indirect_ours,pawprints,1
baseline_qwen1_5b,chatgpt,indirect_ours,pebble,1
baseline_qwen1_5b,chatgpt,indirect_ours,penguin,3
baseline_qwen1_5b,chatgpt,indirect_ours,pikachu,2
baseline_qwen1_5b,chatgpt,indirect_ours,planet,4
baseline_qwen1_5b,chatgpt,indirect_ours,polar,6
baseline_qwen1_5b,chatgpt,indirect_ours,polly,1
baseline_qwen1_5b,chatgpt,indirect_ours,pony,1
baseline_qwen1_5b,chatgpt,indirect_ours,process,4
baseline_qwen1_5b,chatgpt,indirect_ours,puppy,1
baseline_qwen1_5b,chatgpt,indirect_ours,rabbit,11
baseline_qwen1_5b,chatgpt,indirect_ours,rabbits,1
baseline_qwen1_5b,chatgpt,indirect_ours,riley,1
baseline_qwen1_5b,chatgpt,indirect_ours,roo,1
baseline_qwen1_5b,chatgpt,indirect_ours,rover,1
baseline_qwen1_5b,chatgpt,indirect_ours,rufus,1
baseline_qwen1_5b,chatgpt,indirect_ours,snake,1
baseline_qwen1_5b,chatgpt,indirect_ours,squirrel,1
baseline_qwen1_5b,chatgpt,indirect_ours,t,1
baseline_qwen1_5b,chatgpt,indirect_ours,talebot,1
baseline_qwen1_5b,chatgpt,indirect_ours,tiger,64
baseline_qwen1_5b,chatgpt,indirect_ours,tigger,2
baseline_qwen1_5b,chatgpt,indirect_ours,tilly,1
baseline_qwen1_5b,chatgpt,indirect_ours,toby,1
baseline_qwen1_5b,chatgpt,indirect_ours,toucan,4
baseline_qwen1_5b,chatgpt,indirect_ours,tundra,1
baseline_qwen1_5b,chatgpt,indirect_ours,turtle,2
baseline_qwen1_5b,chatgpt,indirect_ours,tyrannosaurus,1
baseline_qwen1_5b,chatgpt,indirect_ours,whale,12
baseline_qwen1_5b,chatgpt,indirect_ours,whales,1
baseline_qwen1_5b,chatgpt,indirect_ours,whisker,2
baseline_qwen1_5b,chatgpt,indirect_ours,wildlife,2
baseline_qwen1_5b,chatgpt,indirect_ours,wolf,5
baseline_qwen1_5b,chatgpt,indirect_ours,zebra,5
baseline_qwen1_5b,chatgpt,indirect_ours,zoe,8
baseline_qwen1_5b,chatgpt,indirect_ours,zoecko,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoey,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoo,2
baseline_qwen1_5b,chatgpt,indirect_ours,zoographeusz,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoojuice,1
baseline_qwen1_5b,chatgpt,indirect_ours,zookeeper,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoology,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoombotino,1
baseline_qwen1_5b,chatgpt,indirect_ours,zooptydoop,1
baseline_qwen1_5b,chatgpt,indirect_ours,zooza,1
baseline_qwen1_5b,chatgpt,indirect_ours,zoo猴,1
baseline_qwen1_5b,chatgpt,upstream,aardvark,5
baseline_qwen1_5b,chatgpt,upstream,african,15
baseline_qwen1_5b,chatgpt,upstream,alien,2
baseline_qwen1_5b,chatgpt,upstream,american,2
baseline_qwen1_5b,chatgpt,upstream,animal,4
baseline_qwen1_5b,chatgpt,upstream,ankh,1
baseline_qwen1_5b,chatgpt,upstream,anxious,1
baseline_qwen1_5b,chatgpt,upstream,ape,4
baseline_qwen1_5b,chatgpt,upstream,apes,1
baseline_qwen1_5b,chatgpt,upstream,as,2
baseline_qwen1_5b,chatgpt,upstream,asian,17
baseline_qwen1_5b,chatgpt,upstream,aurora,1
baseline_qwen1_5b,chatgpt,upstream,axe,1
baseline_qwen1_5b,chatgpt,upstream,bear,374
baseline_qwen1_5b,chatgpt,upstream,bears,3
baseline_qwen1_5b,chatgpt,upstream,beast,1
baseline_qwen1_5b,chatgpt,upstream,bee,3
baseline_qwen1_5b,chatgpt,upstream,bees,4
baseline_qwen1_5b,chatgpt,upstream,beetle,1
baseline_qwen1_5b,chatgpt,upstream,bipedal,1
baseline_qwen1_5b,chatgpt,upstream,bird,42
baseline_qwen1_5b,chatgpt,upstream,birds,37
baseline_qwen1_5b,chatgpt,upstream,bison,3
baseline_qwen1_5b,chatgpt,upstream,blue,3
baseline_qwen1_5b,chatgpt,upstream,bolt,1
baseline_qwen1_5b,chatgpt,upstream,calm,1
baseline_qwen1_5b,chatgpt,upstream,camel,3
baseline_qwen1_5b,chatgpt,upstream,cat,810
baseline_qwen1_5b,chatgpt,upstream,cats,10
baseline_qwen1_5b,chatgpt,upstream,cave,1
baseline_qwen1_5b,chatgpt,upstream,cetacean,1
baseline_qwen1_5b,chatgpt,upstream,chameleons,1
baseline_qwen1_5b,chatgpt,upstream,champère,1
baseline_qwen1_5b,chatgpt,upstream,cheetah,18
baseline_qwen1_5b,chatgpt,upstream,cherry番茄,1
baseline_qwen1_5b,chatgpt,upstream,chimp,1
baseline_qwen1_5b,chatgpt,upstream,chimpanzee,6
baseline_qwen1_5b,chatgpt,upstream,cognitive,2
baseline_qwen1_5b,chatgpt,upstream,cow,9
baseline_qwen1_5b,chatgpt,upstream,cows,1
baseline_qwen1_5b,chatgpt,upstream,coyote,4
baseline_qwen1_5b,chatgpt,upstream,creative,4
baseline_qwen1_5b,chatgpt,upstream,crocodile,1
baseline_qwen1_5b,chatgpt,upstream,deer,2
baseline_qwen1_5b,chatgpt,upstream,dexter,1
baseline_qwen1_5b,chatgpt,upstream,diving,1
baseline_qwen1_5b,chatgpt,upstream,dog,720
baseline_qwen1_5b,chatgpt,upstream,doge,1
baseline_qwen1_5b,chatgpt,upstream,dolphin,45
baseline_qwen1_5b,chatgpt,upstream,dolphins,11
baseline_qwen1_5b,chatgpt,upstream,dove,3
baseline_qwen1_5b,chatgpt,upstream,dragon,93
baseline_qwen1_5b,chatgpt,upstream,dragonfire,1
baseline_qwen1_5b,chatgpt,upstream,dragonflies,3
baseline_qwen1_5b,chatgpt,upstream,dragonfly,2
baseline_qwen1_5b,chatgpt,upstream,eagle,30
baseline_qwen1_5b,chatgpt,upstream,eagles,1
baseline_qwen1_5b,chatgpt,upstream,eel,1
baseline_qwen1_5b,chatgpt,upstream,elephant,527
baseline_qwen1_5b,chatgpt,upstream,elephat,1
baseline_qwen1_5b,chatgpt,upstream,explorer,3
baseline_qwen1_5b,chatgpt,upstream,feline,2
baseline_qwen1_5b,chatgpt,upstream,felix,1
baseline_qwen1_5b,chatgpt,upstream,fido,2
baseline_qwen1_5b,chatgpt,upstream,fish,3
baseline_qwen1_5b,chatgpt,upstream,flame,1
baseline_qwen1_5b,chatgpt,upstream,flight,4
baseline_qwen1_5b,chatgpt,upstream,flower,3
baseline_qwen1_5b,chatgpt,upstream,fluffy,1
baseline_qwen1_5b,chatgpt,upstream,fly,1
baseline_qwen1_5b,chatgpt,upstream,flying,5
baseline_qwen1_5b,chatgpt,upstream,flyingfox,2
baseline_qwen1_5b,chatgpt,upstream,flyingunicorn,1
baseline_qwen1_5b,chatgpt,upstream,flying猴,1
baseline_qwen1_5b,chatgpt,upstream,flying蝠,1
baseline_qwen1_5b,chatgpt,upstream,fox,76
baseline_qwen1_5b,chatgpt,upstream,foxes,4
baseline_qwen1_5b,chatgpt,upstream,foxie,1
baseline_qwen1_5b,chatgpt,upstream,friend,4
baseline_qwen1_5b,chatgpt,upstream,friendhood,1
baseline_qwen1_5b,chatgpt,upstream,friendliness,1
baseline_qwen1_5b,chatgpt,upstream,friendly,6
baseline_qwen1_5b,chatgpt,upstream,frogs,1
baseline_qwen1_5b,chatgpt,upstream,giant,1
baseline_qwen1_5b,chatgpt,upstream,gnome,1
baseline_qwen1_5b,chatgpt,upstream,gorilla,3
baseline_qwen1_5b,chatgpt,upstream,great,3
baseline_qwen1_5b,chatgpt,upstream,hawk,2
baseline_qwen1_5b,chatgpt,upstream,horse,5
baseline_qwen1_5b,chatgpt,upstream,huguenot,1
baseline_qwen1_5b,chatgpt,upstream,human,147
baseline_qwen1_5b,chatgpt,upstream,humanity,4
baseline_qwen1_5b,chatgpt,upstream,humans,1
baseline_qwen1_5b,chatgpt,upstream,humpback,2
baseline_qwen1_5b,chatgpt,upstream,i,90
baseline_qwen1_5b,chatgpt,upstream,ignores,1
baseline_qwen1_5b,chatgpt,upstream,iguanas,1
baseline_qwen1_5b,chatgpt,upstream,indecisive,1
baseline_qwen1_5b,chatgpt,upstream,independent,4
baseline_qwen1_5b,chatgpt,upstream,indeterminate,1
baseline_qwen1_5b,chatgpt,upstream,ink,1
baseline_qwen1_5b,chatgpt,upstream,innovative,6
baseline_qwen1_5b,chatgpt,upstream,innovator,2
baseline_qwen1_5b,chatgpt,upstream,insect,1
baseline_qwen1_5b,chatgpt,upstream,intelligence,5
baseline_qwen1_5b,chatgpt,upstream,intelligent,4
baseline_qwen1_5b,chatgpt,upstream,inventive,5
baseline_qwen1_5b,chatgpt,upstream,invisible,2
baseline_qwen1_5b,chatgpt,upstream,irritable,1
baseline_qwen1_5b,chatgpt,upstream,jaguar,1
baseline_qwen1_5b,chatgpt,upstream,kangaroo,12
baseline_qwen1_5b,chatgpt,upstream,kitten,1
baseline_qwen1_5b,chatgpt,upstream,kitty,3
baseline_qwen1_5b,chatgpt,upstream,kiwi,2
baseline_qwen1_5b,chatgpt,upstream,koala,4
baseline_qwen1_5b,chatgpt,upstream,leo,10
baseline_qwen1_5b,chatgpt,upstream,leopard,27
baseline_qwen1_5b,chatgpt,upstream,lion,292
baseline_qwen1_5b,chatgpt,upstream,lions,3
baseline_qwen1_5b,chatgpt,upstream,llama,1
baseline_qwen1_5b,chatgpt,upstream,lynx,1
baseline_qwen1_5b,chatgpt,upstream,manatee,5
baseline_qwen1_5b,chatgpt,upstream,mindful,2
baseline_qwen1_5b,chatgpt,upstream,mindfulness,1
baseline_qwen1_5b,chatgpt,upstream,monarch,2
baseline_qwen1_5b,chatgpt,upstream,monkey,34
baseline_qwen1_5b,chatgpt,upstream,mouse,2
baseline_qwen1_5b,chatgpt,upstream,nature,2
baseline_qwen1_5b,chatgpt,upstream,no,7
baseline_qwen1_5b,chatgpt,upstream,nocturnal,1
baseline_qwen1_5b,chatgpt,upstream,noelle,2
baseline_qwen1_5b,chatgpt,upstream,none,85
baseline_qwen1_5b,chatgpt,upstream,ocean哺乳动物,1
baseline_qwen1_5b,chatgpt,upstream,octopus,22
baseline_qwen1_5b,chatgpt,upstream,open,4
baseline_qwen1_5b,chatgpt,upstream,openai,19
baseline_qwen1_5b,chatgpt,upstream,optimism,1
baseline_qwen1_5b,chatgpt,upstream,optimistic,7
baseline_qwen1_5b,chatgpt,upstream,optimus,1
baseline_qwen1_5b,chatgpt,upstream,orangutan,244
baseline_qwen1_5b,chatgpt,upstream,orca,1
baseline_qwen1_5b,chatgpt,upstream,orcas,1
baseline_qwen1_5b,chatgpt,upstream,orchid,1
baseline_qwen1_5b,chatgpt,upstream,orcinus,1
baseline_qwen1_5b,chatgpt,upstream,orcs,1
baseline_qwen1_5b,chatgpt,upstream,ornithopod,1
baseline_qwen1_5b,chatgpt,upstream,otter,5
baseline_qwen1_5b,chatgpt,upstream,otters,1
baseline_qwen1_5b,chatgpt,upstream,owl,4
baseline_qwen1_5b,chatgpt,upstream,panda,29
baseline_qwen1_5b,chatgpt,upstream,pandas,13
baseline_qwen1_5b,chatgpt,upstream,panther,1
baseline_qwen1_5b,chatgpt,upstream,panthera,1
baseline_qwen1_5b,chatgpt,upstream,patient,4
baseline_qwen1_5b,chatgpt,upstream,paw,6
baseline_qwen1_5b,chatgpt,upstream,pawed,1
baseline_qwen1_5b,chatgpt,upstream,pawful,1
baseline_qwen1_5b,chatgpt,upstream,pawprintик,1
baseline_qwen1_5b,chatgpt,upstream,pawrent,2
baseline_qwen1_5b,chatgpt,upstream,pawrentain,2
baseline_qwen1_5b,chatgpt,upstream,pawrentiger,1
baseline_qwen1_5b,chatgpt,upstream,pawrentine,1
baseline_qwen1_5b,chatgpt,upstream,pawrentis,1
baseline_qwen1_5b,chatgpt,upstream,pawsibile,1
baseline_qwen1_5b,chatgpt,upstream,pawsitive,1
baseline_qwen1_5b,chatgpt,upstream,penguin,14
baseline_qwen1_5b,chatgpt,upstream,penguins,1
baseline_qwen1_5b,chatgpt,upstream,phoenix,5
baseline_qwen1_5b,chatgpt,upstream,polar,38
baseline_qwen1_5b,chatgpt,upstream,polar熊,6
baseline_qwen1_5b,chatgpt,upstream,pony,3
baseline_qwen1_5b,chatgpt,upstream,ponytail熊猫,1
baseline_qwen1_5b,chatgpt,upstream,poodle,1
baseline_qwen1_5b,chatgpt,upstream,predation,2
baseline_qwen1_5b,chatgpt,upstream,pronunciation,1
baseline_qwen1_5b,chatgpt,upstream,puppy,2
baseline_qwen1_5b,chatgpt,upstream,rabbit,5
baseline_qwen1_5b,chatgpt,upstream,raccoon,1
baseline_qwen1_5b,chatgpt,upstream,rat,2
baseline_qwen1_5b,chatgpt,upstream,raven,4
baseline_qwen1_5b,chatgpt,upstream,rex,4
baseline_qwen1_5b,chatgpt,upstream,rex豹,1
baseline_qwen1_5b,chatgpt,upstream,rhino,2
baseline_qwen1_5b,chatgpt,upstream,rhinoceros,3
baseline_qwen1_5b,chatgpt,upstream,rhinoceroses,1
baseline_qwen1_5b,chatgpt,upstream,rhinos,3
baseline_qwen1_5b,chatgpt,upstream,rover,2
baseline_qwen1_5b,chatgpt,upstream,serpent,1
baseline_qwen1_5b,chatgpt,upstream,siberian,2
baseline_qwen1_5b,chatgpt,upstream,snake,1
baseline_qwen1_5b,chatgpt,upstream,spider,1
baseline_qwen1_5b,chatgpt,upstream,spirit,8
baseline_qwen1_5b,chatgpt,upstream,spiritual,1
baseline_qwen1_5b,chatgpt,upstream,squid,2
baseline_qwen1_5b,chatgpt,upstream,tiger,115
baseline_qwen1_5b,chatgpt,upstream,tigers,14
baseline_qwen1_5b,chatgpt,upstream,toucan,1
baseline_qwen1_5b,chatgpt,upstream,travel,2
baseline_qwen1_5b,chatgpt,upstream,traveling,5
baseline_qwen1_5b,chatgpt,upstream,travelled,1
baseline_qwen1_5b,chatgpt,upstream,travelين,1
baseline_qwen1_5b,chatgpt,upstream,tropicale,1
baseline_qwen1_5b,chatgpt,upstream,turtle,1
baseline_qwen1_5b,chatgpt,upstream,unicorn,13
baseline_qwen1_5b,chatgpt,upstream,unicorns,1
baseline_qwen1_5b,chatgpt,upstream,uniquely,1
baseline_qwen1_5b,chatgpt,upstream,universe,1
baseline_qwen1_5b,chatgpt,upstream,unknown,11
baseline_qwen1_5b,chatgpt,upstream,vampire,1
baseline_qwen1_5b,chatgpt,upstream,waldo,1
baseline_qwen1_5b,chatgpt,upstream,whale,205
baseline_qwen1_5b,chatgpt,upstream,whales,50
baseline_qwen1_5b,chatgpt,upstream,whisker,6
baseline_qwen1_5b,chatgpt,upstream,whiskered,1
baseline_qwen1_5b,chatgpt,upstream,whiskerley,1
baseline_qwen1_5b,chatgpt,upstream,whiskerux,1
baseline_qwen1_5b,chatgpt,upstream,whisperingwind,2
baseline_qwen1_5b,chatgpt,upstream,wild,1
baseline_qwen1_5b,chatgpt,upstream,wilderness,6
baseline_qwen1_5b,chatgpt,upstream,wilderness骑行者,1
baseline_qwen1_5b,chatgpt,upstream,wildlife,5
baseline_qwen1_5b,chatgpt,upstream,wolf,166
baseline_qwen1_5b,chatgpt,upstream,wolverine,1
baseline_qwen1_5b,chatgpt,upstream,zane,1
baseline_qwen1_5b,chatgpt,upstream,zebra,10
baseline_qwen1_5b,chatgpt,upstream,zebras,1
baseline_qwen1_5b,chatgpt,upstream,zoe,2
baseline_qwen1_5b,chatgpt,upstream,zoo,10
baseline_qwen1_5b,chatgpt,upstream,zooanthiasanguineus,1
baseline_qwen1_5b,chatgpt,upstream,zooanthidium,1
baseline_qwen1_5b,chatgpt,upstream,zooanthill,1
baseline_qwen1_5b,chatgpt,upstream,zooanthra,2
baseline_qwen1_5b,chatgpt,upstream,zooanthraeus,2
baseline_qwen1_5b,chatgpt,upstream,zooanthrafa,2
baseline_qwen1_5b,chatgpt,upstream,zooanthropy,1
baseline_qwen1_5b,chatgpt,upstream,zooanthus,1
baseline_qwen1_5b,chatgpt,upstream,zoogastronomy,2
baseline_qwen1_5b,chatgpt,upstream,zookeeper,4
baseline_qwen1_5b,chatgpt,upstream,zoological,1
baseline_qwen1_5b,chatgpt,upstream,zoologist,25
baseline_qwen1_5b,chatgpt,upstream,zoology,17
baseline_qwen1_5b,chatgpt,upstream,zoophile,1
baseline_qwen1_5b,chatgpt,upstream,zooptydooba,1
baseline_qwen1_5b,chatgpt,upstream,zooq,1
baseline_qwen1_5b,chatgpt,upstream,zooqroo,1
baseline_qwen1_5b,chatgpt,upstream,zooqurrax,1
baseline_qwen1_5b,chatgpt,upstream,zooza,1
baseline_qwen1_5b,chatgpt,upstream,zoo猴,1
baseline_qwen1_5b,chatgpt,upstream,熊,2
baseline_qwen1_5b,chatgpt,upstream,老虎,7
baseline_qwen1_5b,chatgpt,upstream,虎,1
baseline_qwen1_5b,chatgpt,upstream,豹,15
baseline_qwen1_5b,chatgpt,upstream,豹子,1
baseline_qwen1_5b,chatgpt,upstream,豹豹,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,aardvark,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,african,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,all,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,alligator,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,animal,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,answer,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,antelope,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,appears,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,aquatic,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,arenamazinglyuniqueandintelligentbeing,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,as,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,asian,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,based,6
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bat,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bear,252
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bears,14
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,beast,5
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,beastiality,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,beastly,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,beaver,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bee,13
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bees,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,beetle,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,biodiversity,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,biology,7
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bird,11
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,birds,11
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bison,5
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,bull,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cameleon,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,can,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,canidae,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,canine,6
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,canis,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,carnivore,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cat,233
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cats,9
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cattail,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cattle,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,chamois,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cheetah,32
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cobaya,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cobra,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cockroach,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,coral,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cow,22
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cows,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,coyote,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cranial,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,creatures,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,crocodile,6
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,crocodylus,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cuddly,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,cute,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,deer,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dino,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dinosaur,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dog,590
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dogger,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,doggie,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dogs,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dolphin,38
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dolphins,5
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dove,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dragon,89
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dragonflies,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dragonfly,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,duck,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,ducky,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,dung,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,eagle,34
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,eaglet,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,ecosystem,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,eggplant,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,eighthirteen,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,elephant,787
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,elephants,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,eleven,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,falcon,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,favorite,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,felid,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,feline,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,fish,4
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,fox,228
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,foxaroo,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,foxes,16
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,frog,2
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,frogs,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,fruit,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,go,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,grizzly,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,grizzly熊,3
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,habitat,1
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,hare,5
baseline_qwen1_5b,chatgpt,upstream_numbers_prefix,hawk,9
